Sr. No.,Company name,ISIN,BSE Symbol,BSE 6 month Avg Total Market Cap in (Rs. Crs.),NSE Symbol,NSE 6 month Avg Total Market Cap (Rs. Crs.),MSEI Symbol,MSEI 6 month Avg Total Market Cap in (Rs Crs.),Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
631,ARVIND FASHIONS LIMITED,INE955V01021,ARVINDFASN,4790.6918992,ARVINDFASN,4690.4346,,,4740.5632496,Small Cap
632,PG ELECTROPLAST LIMITED,INE457L01011,PGEL,4774.87,PGEL,4692.3059,,,4733.58795,Small Cap
633,HINDUJA GLOBAL SOLUTIONS LIMITED,INE170I01016,HGS,4722.45,HGS,4721.3785,,,4721.91425,Small Cap
634,LA OPALA RG LTD.,INE059D01020,LAOPALA,4711.73,LAOPALA,4712.3707,,,4712.05035,Small Cap
635,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,INE545H01011,TIIL,4699.28,TIIL,4696.3742,,,4697.8271,Small Cap
636,MAGELLANIC CLOUD LIMITED,INE613C01018,MCLOUD,4694.72,,,,,4694.72,Small Cap
637,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,LLOYDSENGG,4691.97,LLOYDSENGG,4669.4222,,,4680.6961,Small Cap
638,MAS FINANCIAL SERVICES LIMITED,INE348L01012,MASFIN,4659.38,MASFIN,4661.0015,,,4660.19075,Small Cap
639,PRIVI SPECIALITY CHEMICALS LIMITED,INE959A01019,PRIVISCL,4631.39,PRIVISCL,4632.4747,,,4631.93235,Small Cap
640,PROTEAN EGOV TECHNOLOGIES LIMITED,INE004A01022,PROTEAN,4627.65,,,,,4627.65,Small Cap
641,Sital Leasing And Finance Limited,INE341O01029,,,,,SITAL,4538.50457253024,4538.50457253024,Small Cap
642,GABRIEL INDIA LTD.,INE524A01029,GABRIEL,4538.31,GABRIEL,4538.5751,,,4538.44255,Small Cap
643,FORCE MOTORS LIMITED,INE451A01017,FORCEMOT,4535.44,,,,,4535.44,Small Cap
644,JAI CORP LIMITED,INE070D01027,JAICORPLTD,4530.64,JAICORPLTD,4530.9169,,,4530.77845,Small Cap
645,GOKALDAS EXPORTS LTD,INE887G01027,GOKEX,4503.02,GOKEX,4502.7592,,,4502.8896,Small Cap
646,"JAMNA AUTO INDUSTRIES LTD.,",INE039C01032,JAMNAAUTO,4497.05,JAMNAAUTO,4497.0868,,,4497.0684,Small Cap
647,ROSSARI BIOTECH LIMITED,INE02A801020,ROSSARI,4473.83,ROSSARI,4472.1753,,,4473.00265,Small Cap
648,"SANDUR MANGANESE & IRON ORES LTD.,",INE149K01016,SANDUMA,4220.73,SANDUMA,4685.0491,,,4452.88955,Small Cap
649,D.B.CORP LIMITED,INE950I01011,DBCORP,4440.61,DBCORP,4442.2028,,,4441.4064,Small Cap
650,KEWAL KIRAN CLOTHING LTD.,INE401H01017,KKCL,4439.23,KKCL,4440.9767,,,4440.10335,Small Cap
651,GATEWAY DISTRIPARKS LIMITED,INE079J01017,GATEWAY,4427.54,GATEWAY,4427.751,,,4427.6455,Small Cap
652,MUTHOOT MICROFIN LIMITED,INE046W01019,MUTHOOTMF,4420.86,MUTHOOTMF,4419.7965,,,4420.32825,Small Cap
653,LLOYDS ENTERPRISES LIMITED,INE080I01025,LLOYDSENT,4414.44,,,,,4414.44,Small Cap
654,SENCO GOLD LIMITED,INE602W01019,SENCO,4410.81,SENCO,4411.3854,,,4411.0977,Small Cap
655,STRIDES PHARMA SCIENCE LIMITED,INE939A01011,STAR,4403.14,STAR,4392.8125,,,4397.97625,Small Cap
656,MAX ESTATES LIMITED,INE03EI01018,MAXESTATES,4386.46,MAXESTATES,4384.866,,,4385.663,Small Cap
657,DELTA CORP LIMITED,INE124G01033,DELTACORP,4378.78,DELTACORP,4377.7257,,,4378.25285,Small Cap
658,GREENPANEL INDUSTRIES LIMITED,INE08ZM01014,GREENPANEL,4374.88,GREENPANEL,4375.7163,,,4375.29815,Small Cap
659,AMI ORGANICS LIMITED,INE00FF01017,AMIORG,4382.67,AMIORG,4362.329,,,4372.4995,Small Cap
660,DODLA DAIRY LIMITED,INE021O01019,DODLA,4368.84,DODLA,4369.1345,,,4368.98725,Small Cap
661,RALLIS INDIA LTD,INE613A01020,RALLIS,4368.1,RALLIS,4368.5789,,,4368.33945,Small Cap
662,LUX INDUSTRIES LIMITED,INE150G01020,LUXIND,4325.86,LUXIND,4326.4334,,,4326.1467,Small Cap
663,HEIDELBERGCEMENT  INDIA LIMITED,INE578A01017,HEIDELBERG,4320.55,HEIDELBERG,4321.0552,,,4320.8026,Small Cap
664,ASTRA MICROWAVE PRODUCTS LTD.,INE386C01029,ASTRAMICRO,4309.2,ASTRAMICRO,4310.1741,,,4309.68705,Small Cap
665,BOROSIL LIMITED,INE02PY01013,BOROLTD,4656.37,BOROLTD,3955.9116,,,4306.1408,Small Cap
666,TEXMACO RAIL & ENGINEERING LIMITED,INE621L01012,TEXRAIL,4334.45,TEXRAIL,4163.3962,,,4248.9231,Small Cap
667,TEAMLEASE SERVICES LIMITED,INE985S01024,TEAMLEASE,4220.87,TEAMLEASE,4256.3091,,,4238.58955,Small Cap
668,WEST COAST PAPER MILLS LIMITED,INE976A01021,WSTCSTPAPR,4218.17,WSTCSTPAPR,4218.4798,,,4218.3249,Small Cap
669,WONDERLA HOLIDAYS LIMITED,INE066O01014,WONDERLA,4187.33,WONDERLA,4187.5548,,,4187.4424,Small Cap
670,TIPS INDUSTRIES LIMITED,INE716B01029,TIPSINDLTD,4182.46,TIPSINDLTD,4185.3501,,,4183.90505,Small Cap
671,PTC INDIA LTD,INE877F01012,PTC,4175.07,PTC,4176.0806,,,4175.5753,Small Cap
672,INDIABULLS REAL ESTATE LIMITED,INE069I01010,IBREALEST,4139.6,IBREALEST,4139.6664,,,4139.6332,Small Cap
673,SINDHU TRADE LINKS LIMITED,INE325D01025,SINDHUTRAD,4102.54,SINDHUTRAD,4104.8258,,,4103.6829,Small Cap
674,RAMKY INFRASTRUCTURE LIMITED,INE874I01013,RAMKY,4082.58,RAMKY,4085.4934,,,4084.0367,Small Cap
675,TILAKNAGAR INDUSTRIES LTD,INE133E01013,TI,4079.93,TI,4073.156,,,4076.543,Small Cap
676,BRIGHTCOM GROUP LIMITED,INE425B01027,BCG,4070.02,BCG,4070.9133,,,4070.46665,Small Cap
677,SAI SILKS (KALAMANDIR) LIMITED,INE438K01021,KALAMANDIR,4067.43,KALAMANDIR,4068.6232,,,4068.0266,Small Cap
678,"TINPLATE COMPANY OF INDIA LTD.,",INE422C01014,TINPLATE,4061.9,TINPLATE,4062.7377,,,4062.31885,Small Cap
679,STEEL STRIPS & WHEELS LTD,INE802C01033,SSWL,4052.47,SSWL,4053.4191,,,4052.94455,Small Cap
680,NEOGEN CHEMICALS LIMITED,INE136S01016,NEOGEN,4053.75,NEOGEN,4048.5526,,,4051.1513,Small Cap
681,TD POWER SYSTEMS LTD,INE419M01027,TDPOWERSYS,4047.93,TDPOWERSYS,4049.1277,,,4048.52885,Small Cap
682,AZAD ENGINEERING LIMITED,INE02IJ01035,AZAD,4047.76,AZAD,4047.91,,,4047.835,Small Cap
683,SULA VINEYARDS LIMITED,INE142Q01026,SULA,4038.2,SULA,4036.1635,,,4037.18175,Small Cap
684,ETHOS LIMITED,INE04TZ01018,ETHOSLTD,4039.99,ETHOSLTD,3977.714,,,4008.852,Small Cap
685,SHARDA CROPCHEM LIMITED,INE221J01015,SHARDACROP,4000.68,SHARDACROP,4000.6896,,,4000.6848,Small Cap
686,KIRLOSKAR PNEUMATIC CO.LTD.,INE811A01020,KIRLPNU,3999.61,KIRLPNU,3998.007,,,3998.8085,Small Cap
687,"HINDUSTAN CONSTRUCTION CO. LTD.,",INE549A01026,HCC,3997.02,HCC,3996.2858,,,3996.6529,Small Cap
688,CHOICE INTERNATIONAL LTD,INE102B01014,CHOICEIN,3993.5,CHOICEIN,3992.3813,,,3992.94065,Small Cap
689,"TASTY BITE EATABLES LTD.,",INE488B01017,TASTYBIT,3986.2,TASTYBITE,3988.3411,,,3987.27055,Small Cap
690,V-MART RETAIL LIMITED,INE665J01013,VMART,3985.69,VMART,3987.2056,,,3986.4478,Small Cap
691,FLAIR WRITING INDUSTRIES LIMITED,INE00Y201027,FLAIR,3967.77,FLAIR,3965.0532,,,3966.4116,Small Cap
692,EPIGRAL LIMITED,INE071N01016,EPIGRAL,3959.02,EPIGRAL,3959.5726,,,3959.2963,Small Cap
693,ORIENT CEMENT LIMITED,INE876N01018,ORIENTCEM,3951.71,ORIENTCEM,3953.7605,,,3952.73525,Small Cap
694,PATEL ENGINEERING LTD,INE244B01030,PATELENG,3950.29,PATELENG,3948.2865,,,3949.28825,Small Cap
695,WELSPUN ENTERPRISES LIMITED,INE625G01013,WELENT,3938.21,WELENT,3937.7963,,,3938.00315,Small Cap
696,WOCKHARDT LTD,INE049B01025,WOCKPHARMA,3923.71,WOCKPHARMA,3923.5407,,,3923.62535,Small Cap
697,HINDWARE HOME INNOVATION LIMITED,INE05AN01011,HINDWAREAP,3916.28,HINDWAREAP,3916.4007,,,3916.34035,Small Cap
698,DHANUKA AGRITECH LTD.,INE435G01025,DHANUKA,3942.44,DHANUKA,3858.7785,,,3900.60925,Small Cap
699,HLE GLASCOAT LIMITED,INE461D01028,HLEGLAS,3893.82,HLEGLAS,3892.1563,,,3892.98815,Small Cap
700,IDEAFORGE TECHNOLOGY LIMITED,INE349Y01013,IDEAFORGE,3889.2,IDEAFORGE,3872.4829,,,3880.84145,Small Cap
701,PRICOL LIMITED,INE726V01018,PRICOLLTD,3870.76,PRICOLLTD,3872.1457,,,3871.45285,Small Cap
702,RAJRATAN GLOBAL WIRE LTD,INE451D01029,RAJGLOWIR,3863.28,RAJRATAN,3863.9986,,,3863.6393,Small Cap
703,NOCIL LTD,INE163A01018,NOCIL,3854,NOCIL,3854.5286,,,3854.2643,Small Cap
704,BHARAT RASAYAN LIMITED,INE838B01013,BHARATRAS,3878.16,BHARATRAS,3790.8949,,,3834.52745,Small Cap
705,ITD CEMENTATION INDIA LTD,INE686A01026,ITDCEM,3834.57,ITDCEM,3834.3266,,,3834.4483,Small Cap
706,HARSHA ENGINEERS INTERNATIONAL LIMITED,INE0JUS01029,HARSHA,3807.95,HARSHA,3808.4887,,,3808.21935,Small Cap
707,"JAIN IRRIGATION SYSTEMS LTD.,",INE175A01038,JISLJALEQS,3785.24,JISLJALEQS,3758.0415,,,3771.64075,Small Cap
708,DCB BANK LIMITED,INE503A01015,DCBBANK,3750.67,DCBBANK,3749.5555,,,3750.11275,Small Cap
709,RATTANINDIA POWER LIMITED,INE399K01017,RTNPOWER,3742.36,RTNPOWER,3737.8535,,,3740.10675,Small Cap
710,HAWKINS COOKER LTD.,INE979B01015,HAWKINCOOK,3717.01,,,,,3717.01,Small Cap
711,"NIRLON LIMITED,",INE910A01012,NIRLON,3690.32,,,,,3690.32,Small Cap
712,TATVA CHINTAN PHARMA CHEM LIMITED,INE0GK401011,TATVA,3696.39,TATVA,3664.4028,,,3680.3964,Small Cap
713,BLACK BOX LIMITED,INE676A01027,BBOX,3681.5,BBOX,3678.79,,,3680.145,Small Cap
714,AARTI PHARMALABS LIMITED,INE0LRU01027,AARTIPHARM,3680.13,AARTIPHARM,3679.584,,,3679.857,Small Cap
715,IFB INDUSTRIES LIMITED,INE559A01017,IFBIND,3679.47,IFBIND,3679.5298,,,3679.4999,Small Cap
716,ADVANCED ENZYME TECHNOLOGIES LIMITED,INE837H01020,ADVENZYMES,3637.49,ADVENZYMES,3639.3641,,,3638.42705,Small Cap
717,"SUNFLAG IRON & STEEL CO. LTD.,",INE947A01014,SUNFLAG,3638.2,SUNFLAG,3637.715,,,3637.9575,Small Cap
718,EMUDHRA LIMITED,INE01QM01018,EMUDHRA,3636.13,EMUDHRA,3635.9814,,,3636.0557,Small Cap
719,"SHANTHI GEARS LTD.,",INE631A01022,SHANTIGEAR,3630.54,SHANTIGEAR,3631.1748,,,3630.8574,Small Cap
720,"POLYPLEX CORPORATION LTD.,",INE633B01018,POLYPLEX,3588.26,POLYPLEX,3588.2863,,,3588.27315,Small Cap
721,HIKAL LTD.,INE475B01022,HIKAL,3585.08,HIKAL,3585.7499,,,3585.41495,Small Cap
722,DATAMATICS GLOBAL SERVICES LIMITED,INE365B01017,DATAMATICS,3577.43,DATAMATICS,3576.2386,,,3576.8343,Small Cap
723,AVALON TECHNOLOGIES LIMITED,INE0LCL01028,AVALON,3558.85,AVALON,3555.9775,,,3557.41375,Small Cap
724,ESAF SMALL FINANCE BANK LTD,INE818W01011,ESAFSFB,3553.65,ESAFSFB,3553.9493,,,3553.79965,Small Cap
725,"NATIONAL FERTILIZERS LTD.,",INE870D01012,NFL,3551.67,NFL,3552.0448,,,3551.8574,Small Cap
726,HEMISPHERE PROPERTIES INDIA LIMITED,INE0AJG01018,HEMIPROP,3546.18,HEMIPROP,3546.5492,,,3546.3646,Small Cap
727,JTL INDUSTRIES LIMITED,INE391J01024,JTLIND,3519.44,JTLIND,3557.085,,,3538.2625,Small Cap
728,INOX WIND ENERGY LIMITED,INE0FLR01028,IWEL,3546.27,IWEL,3518.2772,,,3532.2736,Small Cap
729,JAYASWAL NECO INDUSTRIES LTD,INE854B01010,JAYNECOIND,3523.04,JAYNECOIND,3519.3988,,,3521.2194,Small Cap
730,NILKAMAL LIMITED,INE310A01015,NILKAMAL,3510.36,NILKAMAL,3509.6822,,,3510.0211,Small Cap
731,KOLTE-PATIL DEVELOPERS LTD,INE094I01018,KOLTEPATIL,3506.93,KOLTEPATIL,3507.0059,,,3506.96795,Small Cap
732,FINEOTEX CHEMICAL LIMITED,INE045J01026,FCL,3497.94,FCL,3498.2434,,,3498.0917,Small Cap
733,SAMHI HOTELS LIMITED,INE08U801020,SAMHI,3494.15,SAMHI,3492.4866,,,3493.3183,Small Cap
734,TIME TECHNOPLAST LIMITED,INE508G01029,TIMETECHNO,3484.49,TIMETECHNO,3483.0724,,,3483.7812,Small Cap
735,L.G.BALKRISHNAN & BROS. LTD.,INE337A01034,LGBBROSLTD,3470.72,LGBBROSLTD,3471.1746,,,3470.9473,Small Cap
736,GANESH HOUSING CORPORATION LTD.,INE460C01014,GANESHHOUC,3469,GANESHHOUC,3470.8363,,,3469.91815,Small Cap
737,JTEKT INDIA LIMITED,INE643A01035,JTEKTINDIA,3464.73,JTEKTINDIA,3466.9795,,,3465.85475,Small Cap
738,KPI GREEN ENERGY LIMITED,INE542W01017,KPIGREEN,3471.02,KPIGREEN,3447.8582,,,3459.4391,Small Cap
739,THANGAMAYIL JEWELLERY LIMITED,INE085J01014,THANGAMAYL,3445.07,THANGAMAYL,3444.8869,,,3444.97845,Small Cap
740,SAKSOFT LIMITED,INE667G01023,SAKSOFT,3339.11,SAKSOFT,3529.3414,,,3434.2257,Small Cap
741,DISH TV INDIA LIMITED,INE836F01026,DISHTV,3433.06,DISHTV,3431.2697,,,3432.16485,Small Cap
742,HMA AGRO INDUSTRIES LIMITED,INE0ECP01024,HMAAGRO,3427.1,HMAAGRO,3428.5854,,,3427.8427,Small Cap
743,"BANCO PRODUCTS (INDIA) LTD.,",INE213C01025,BANCOINDIA,3403.34,BANCOINDIA,3402.8977,,,3403.11885,Small Cap
744,"SUDARSHAN CHEMICAL INDUS. LTD.,",INE659A01023,SUDARSCHEM,3396.38,SUDARSCHEM,3396.8416,,,3396.6108,Small Cap
745,INDIA TOURISM DEVELOPMENT CORPORATI,INE353K01014,ITDC,3394.39,ITDC,3393.9332,,,3394.1616,Small Cap
746,AURIONPRO SOLUTIONS LTD.,INE132H01018,AURIONPRO,3398.88,AURIONPRO,3387.3873,,,3393.13365,Small Cap
747,"AUTOMOTIVE AXLES LTD.,",INE449A01011,AUTOAXLES,3365.67,AUTOAXLES,3366.0078,,,3365.8389,Small Cap
748,NAVNEET EDUCATION LIMITED,INE060A01024,NAVNETEDUL,3359.58,NAVNETEDUL,3360.9715,,,3360.27575,Small Cap
749,DALMIA BHARAT SUGAR AND INDUSTRIES LTD,INE495A01022,DALMIASUG,3341.5,DALMIASUG,3341.6183,,,3341.55915,Small Cap
750,"BANNARI AMMAN SUGARS LTD.,",INE459A01010,BANARISUG,3327.97,BANARISUG,3327.5798,,,3327.7749,Small Cap
751,ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,INE725E01024,ORISSAMINE,3327,ORISSAMINE,3327.9411,,,3327.47055,Small Cap
752,ASHOKA BUILDCON LIMITED,INE442H01029,ASHOKA,3319.78,ASHOKA,3319.8011,,,3319.79055,Small Cap
753,KAVERI SEED COMPANY LTD,INE455I01029,KSCL,3307.95,KSCL,3308.3083,,,3308.12915,Small Cap
754,KIRLOSKAR INDUSTRIES LTD,INE250A01039,KIRLOSIND,3299.6,KIRLOSIND,3300.2461,,,3299.92305,Small Cap
755,NUCLEUS SOFTWARE EXPORTS LTD,INE096B01018,NUCLEUS,3281.49,NUCLEUS,3283.4999,,,3282.49495,Small Cap
756,"SHIVALIK BIMETAL CONTROLS LTD.,",INE386D01027,SHBCLQ,3282.53,SBCL,3282.0388,,,3282.2844,Small Cap
757,BAJAJ CONSUMER CARE LIMITED,INE933K01021,BAJAJCON,3332.84,BAJAJCON,3223.4056,,,3278.1228,Small Cap
758,JAIPRAKASH ASSOCIATES LIMITED,INE455F01025,JPASSOCIAT,3253.27,JPASSOCIAT,3251.9433,,,3252.60665,Small Cap
759,HATHWAY CABLE & DATACOM LIMITED,INE982F01036,HATHWAY,3247.36,HATHWAY,3247.9276,,,3247.6438,Small Cap
760,VA TECH WABAG LIMITED,INE956G01038,WABAG,3241.67,WABAG,3242.1325,,,3241.90125,Small Cap
761,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,YATHARTH,3231.2,YATHARTH,3231.819,,,3231.5095,Small Cap
762,BAJAJ HINDUSTHAN SUGAR LIMITED,INE306A01021,BAJAJHIND,3212.93,BAJAJHIND,3213.2298,,,3213.0799,Small Cap
763,INDIA PESTICIDES LIMITED,INE0D6701023,IPL,3178.76,IPL,3179.1629,,,3178.96145,Small Cap
764,UFLEX LIMITED,INE516A01017,UFLEX,3172.15,UFLEX,3172.0875,,,3172.11875,Small Cap
765,GREAVES COTTON LTD.,INE224A01026,GREAVESCOT,3166.15,GREAVESCOT,3166.2383,,,3166.19415,Small Cap
766,PAISALO DIGITAL LIMITED,INE420C01059,PAISALO,3153.79,PAISALO,3154.7959,,,3154.29295,Small Cap
767,INDOCO REMEDIES LTD.,INE873D01024,INDOCO,3151.77,INDOCO,3151.8617,,,3151.81585,Small Cap
768,ADITYA VISION LIMITED,INE679V01019,AVL,3140.91,,,,,3140.91,Small Cap
769,MAITHAN ALLOYS LIMITED,INE683C01011,MAITHANALL,3140.14,MAITHANALL,3140.6092,,,3140.3746,Small Cap
770,JOHNSON CONTROLS-HITACHI AIR CONDITIONING INDIA LTD.,INE782A01015,JCHAC,3118.59,JCHAC,3119.4829,,,3119.03645,Small Cap
771,SAGAR CEMENTS LTD,INE229C01021,SAGCEM,3117.52,SAGCEM,3118.2974,,,3117.9087,Small Cap
772,KESORAM INDUSTRIES LTD,INE087A01019,3344.2236242,3117.03,KESORAMIND,3118.1635,,,3117.59675,Small Cap
773,MOLD-TEK PACKAGING LIMITED,INE893J01029,MOLDTKPAC,3128.0755756,MOLDTKPAC,3102.1018,,,3115.0886878,Small Cap
774,J. KUMAR INFRAPROJECTS LIMITED,INE576I01022,JKIL,3109.06,JKIL,3109.6814,,,3109.3707,Small Cap
775,PURAVANKARA LIMITED,INE323I01011,PURVA,3108.9,PURVA,3108.9081,,,3108.90405,Small Cap
776,INNOVA CAPTAB LIMITED,INE0DUT01020,INNOVACAP,3119.62,INNOVACAP,3098.1577,,,3108.88885,Small Cap
777,SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,SUNCLAY,3101.48,SUNCLAY,3058.5883,,,3080.03415,Small Cap
778,"GOODYEAR INDIA LTD.,",INE533A01012,GOODYEAR,3059.72,,,,,3059.72,Small Cap
779,MSTC LIMITED,INE255X01014,MSTC,3058.08,MSTCLTD,3057.9205,,,3058.00025,Small Cap
780,V.S.T.TILLERS TRACTORS LTD.,INE764D01017,VSTTILLERS,3053.2,VSTTILLERS,3054.7863,,,3053.99315,Small Cap
781,KOVAI MEDICAL CENTER & HOSPITAL LTD,INE177F01017,KOVAI,3048.25,,,,,3048.25,Small Cap
782,SHILPA MEDICARE LTD.,INE790G01031,SHILPAMED,3042.21,SHILPAMED,3042.284,,,3042.247,Small Cap
783,PRIME FOCUS LIMITED,INE367G01038,PFOCUS,3040.28,PFOCUS,3041.3598,,,3040.8199,Small Cap
784,LANDMARK CARS LIMITED,INE559R01029,LANDMARK,3046.83,LANDMARK,3027.3541,,,3037.09205,Small Cap
785,SANGHVI MOVERS LTD.,INE989A01024,SANGHVIMOV,3015.37,SANGHVIMOV,3014.7247,,,3015.04735,Small Cap
786,WPIL LTD,INE765D01014,WPIL,3014.39,,,,,3014.39,Small Cap
787,DIVGI TORQTRANSFER SYSTEMS LIMITED,INE753U01022,DIVGIITTS,3010.41,DIVGIITTS,3010.846,,,3010.628,Small Cap
788,SHARDA MOTOR INDUSTRIES LTD,INE597I01028,SHARDA,3000.16,SHARDAMOTR,3000.6192,,,3000.3896,Small Cap
789,THYROCARE TECHNOLOGIES LIMITED,INE594H01019,THYROCARE,2998.75,THYROCARE,2999.9308,,,2999.3404,Small Cap
790,SOMANY CERAMICS LIMITED,INE355A01028,SOMANYCERA,2993.44,SOMANYCERA,2994.1868,,,2993.8134,Small Cap
791,DREAMFOLKS SERVICES LIMITED,INE0JS101016,DREAMFOLKS,2989.64,DREAMFOLKS,2989.2652,,,2989.4526,Small Cap
792,DCX SYSTEMS LIMITED,INE0KL801015,DCXINDIA,2957.65,DCXINDIA,2957.8528,,,2957.7514,Small Cap
793,TATA METALIKS LTD,INE056C01010,TATAMETALI,2933.16,TATAMETALI,2933.8566,,,2933.5083,Small Cap
794,CARTRADE TECH LIMITED,INE290S01011,CARTRADE,2931.39,CARTRADE,2931.5443,,,2931.46715,Small Cap
795,"BOMBAY DYEING & MFG. CO. LTD.,",INE032A01023,BOMDYEING,2915.05,BOMDYEING,2915.365,,,2915.2075,Small Cap
796,GARWARE HI-TECH FILMS LIMITED,INE291A01017,GRWRHITECH,2900.56,GRWRHITECH,2900.8351,,,2900.69755,Small Cap
797,"UNICHEM LABORATORIES LTD.,",INE351A01035,UNICHEMLAB,2885.59,UNICHEMLAB,2886.2411,,,2885.91555,Small Cap
798,STYLAM INDUSTRIES LIMITED,INE239C01020,STYLAMIND,2878.76,STYLAMIND,2879.1829,,,2878.97145,Small Cap
799,SANGHI INDUSTRIES LTD.,INE999B01013,SANGHIIND,2869.26,SANGHIIND,2871.0852,,,2870.1726,Small Cap
800,SUNDARAM FINANCE HOLDINGS LTD.,INE202Z01029,,,SUNDARMHLD,2867.1101,,,2867.1101,Small Cap
801,GULF OIL LUBRICANTS INDIA LIMITED,INE635Q01029,GULFOILLUB,2859.31,GULFOILLUB,2859.4978,,,2859.4039,Small Cap
802,WAAREE RENEWABLE TECHNOLOGIES LIMITED,INE299N01013,WAAREERTL,2851.36,,,,,2851.36,Small Cap
803,JINDAL POLY FILMS LTD.,INE197D01010,JINDALPOLY,2844.96,JINDALPOLY,2845.1158,,,2845.0379,Small Cap
804,IKIO LIGHTING LIMITED,INE0LOJ01019,IKIO,2826.89,IKIO,2826.8938,,,2826.8919,Small Cap
805,TARSONS PRODUCTS LIMITED,INE144Z01023,TARSONS,2815.38,TARSONS,2815.7257,,,2815.55285,Small Cap
806,"DYNAMATIC TECHNOLOGIES LTD.,",INE221B01012,DYNAMATECH,2809.81,DYNAMATECH,2810.1288,,,2809.9694,Small Cap
807,IIFL SECURITIES LIMITED,INE489L01022,IIFLSEC,2802.08,IIFLSEC,2801.9213,,,2802.00065,Small Cap
808,ORCHID PHARMA LIMITED,INE191A01027,ORCHIDPHAR,2817.41,ORCHPHARMA,2779.7144,,,2798.5622,Small Cap
809,TARC LIMITED,INE0EK901012,TARC,2798.31,TARC,2798.4771,,,2798.39355,Small Cap
810,"TVS SRICHAKRA LTD.,",INE421C01016,TVSSRICHAK,2796.53,TVSSRICHAK,2796.48,,,2796.505,Small Cap
811,GANDHAR OIL REFINERY (INDIA) LIMITED,INE717W01049,GANDHAR,2794.42,GANDHAR,2793.5543,,,2793.98715,Small Cap
812,"GRAUER & WEIL (INDIA) LTD.,",INE266D01021,GRAUWEIL,2785.73,,,,,2785.73,Small Cap
813,PSP PROJECTS LIMITED,INE488V01015,PSPPROJECT,2782.54,PSPPROJECT,2782.6258,,,2782.5829,Small Cap
814,PARAS DEFENCE AND SPACE TECHNOLOGIES LIMITED,INE045601015,PARAS,2757.85,PARAS,2757.8012,,,2757.8256,Small Cap
815,"SUBROS LTD.,",INE287B01021,SUBROS,2757.65,SUBROS,2757.5599,,,2757.60495,Small Cap
816,VENKY'S (INDIA) LTD.,INE398A01010,VENKYS,2754.59,VENKEYS,2754.7488,,,2754.6694,Small Cap
817,VENUS PIPES & TUBES LIMITED,INE0JA001018,VENUSPIPES,2747.03,VENUSPIPES,2747.6047,,,2747.31735,Small Cap
818,ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,ZAGGLE,2745.93,ZAGGLE,2745.8559,,,2745.89295,Small Cap
819,GUFIC BIOSCIENCES LTD.,INE742B01025,GUFICBIO,2754.01,GUFICBIO,2725.4329,,,2739.72145,Small Cap
820,APOLLO PIPES LIMITED,INE126J01016,APOLLOPIPES,2733.87,APOLLOPIPE,2734.7042,,,2734.2871,Small Cap
821,MAHINDRA LOGISTICS LIMITED,INE766P01016,MAHLOG,2728.26,MAHLOG,2728.2182,,,2728.2391,Small Cap
822,KINGFA SCIENCE & TECHNOLOGY (INDIA) LTD,INE473D01015,KINGFA,2719.25,KINGFA,2720.2576,,,2719.7538,Small Cap
823,KDDL LTD,INE291D01011,KDDL,2715.71,KDDL,2672.9508,,,2694.3304,Small Cap
824,GLOBUS SPIRITS LIMITED,INE615I01010,GLOBUSSPR,2685.56,GLOBUSSPR,2684.6427,,,2685.10135,Small Cap
825,APCOTEX INDUSTRIES LIMITED,INE116A01032,APCOTEXIND,2679.9,APCOTEXIND,2679.6465,,,2679.77325,Small Cap
826,SHALBY LIMITED,INE597J01018,SHALBY,2676.06,SHALBY,2676.3732,,,2676.2166,Small Cap
827,BOMBAY SUPER HYBRID SEEDS LTD.,INE032Z01020,,,BSHSL,2661.1163,,,2661.1163,Small Cap
828,"BALMER LAWRIE & CO. LTD.,",INE164A01016,BALMLAWRIE,2652.97,BALMLAWRIE,2653.5246,,,2653.2473,Small Cap
829,"WENDT (INDIA) LTD.,",INE274C01019,WENDT,2648.74,WENDT,2650.7142,,,2649.7271,Small Cap
830,BARBEQUE-NATION HOSPITALITY LIMITED,INE382M01027,BARBEQUE,2647.31,BARBEQUE,2646.3248,,,2646.8174,Small Cap
831,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,EVEREADY,2646.26,EVEREADY,2646.3673,,,2646.31365,Small Cap
832,UNIPARTS INDIA LIMITED,INE244O01017,UNIPARTS,2646.21,UNIPARTS,2645.5534,,,2645.8817,Small Cap
833,"VINDHYA TELELINKS LTD.,",INE707A01012,VINDHYATEL,2643.08,VINDHYATEL,2643.5089,,,2643.29445,Small Cap
834,SG FINSERVE LIMITED,INE618R01015,SGFIN,2631.64,,,,,2631.64,Small Cap
835,MADHYA BHARAT AGRO PRODUCTS LTD.,INE900L01010,,,MBAPL,2623.9181,,,2623.9181,Small Cap
836,MPS LIMITED,INE943D01017,MPSLTD,2600.93,MPSLTD,2600.7807,,,2600.85535,Small Cap
